unique_id,indicator_id,name,measure,measure_info,geo_type_name,geo_join_id,geo_place_name,time_period,start_date,data_value,message
173185,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Winter 2010-11,2010-12-01T00:00:00.000,15.35,
173253,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Winter 2012-13,2012-12-01T00:00:00.000,13.72,
173627,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Summer 2009,2009-06-01T00:00:00.000,13.83,
173763,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Summer 2013,2013-06-01T00:00:00.000,12.93,
174273,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Annual Average 2013,2012-12-01T00:00:00.000,11.87,
211988,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Summer 2014,2014-06-01T00:00:00.000,11.48,
334164,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Winter 2014-15,2014-12-01T00:00:00.000,11.74,
410945,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Winter 2015-16,2015-12-01T00:00:00.000,10.51,
410946,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Summer 2016,2016-05-31T00:00:00.000,10.44,
410947,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Annual Average 2016,2015-12-31T00:00:00.000,10.05,
547579,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Annual Average 2017,2017-01-01T00:00:00.000,9.61,
547580,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Winter 2016-17,2016-12-01T00:00:00.000,9.74,
174137,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Annual Average 2009,2008-12-01T00:00:00.000,13.74,
174171,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Annual Average 2010,2009-12-01T00:00:00.000,12.66,
212090,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Annual Average 2014,2013-12-01T00:00:00.000,12.08,
605873,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Annual Average 2018,2018-01-01T00:00:00.000,9.58,
173117,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Winter 2008-09,2008-12-01T00:00:00.000,16.17,
174205,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Annual Average 2011,2010-12-01T00:00:00.000,12.85,
211886,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Winter 2013-14,2013-12-01T00:00:00.000,15.31,
334162,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Annual Average 2015,2015-01-01T00:00:00.000,11.13,
334163,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Summer 2015,2015-06-01T00:00:00.000,11.69,
605875,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Winter 2017-18,2017-12-01T00:00:00.000,10.88,
173219,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Winter 2011-12,2011-12-01T00:00:00.000,12.0,
173729,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Summer 2012,2012-06-01T00:00:00.000,12.92,
410944,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Annual Average 2016,2015-12-31T00:00:00.000,9.86,
547576,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Annual Average 2017,2017-01-01T00:00:00.000,9.54,
173151,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Winter 2009-10,2009-12-01T00:00:00.000,12.59,
173661,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Summer 2010,2010-06-01T00:00:00.000,14.42,
173695,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Summer 2011,2011-06-01T00:00:00.000,13.86,
174239,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,306308,Chelsea-Village,Annual Average 2012,2011-12-01T00:00:00.000,11.94,
173150,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Winter 2009-10,2009-12-01T00:00:00.000,13.02,
173218,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Winter 2011-12,2011-12-01T00:00:00.000,12.15,
173728,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Summer 2012,2012-06-01T00:00:00.000,13.01,
211987,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Summer 2014,2014-06-01T00:00:00.000,11.35,
212089,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Annual Average 2014,2013-12-01T00:00:00.000,12.13,
334161,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Winter 2014-15,2014-12-01T00:00:00.000,11.75,
173184,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Winter 2010-11,2010-12-01T00:00:00.000,15.38,
174272,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Annual Average 2013,2012-12-01T00:00:00.000,12.09,
211885,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Winter 2013-14,2013-12-01T00:00:00.000,15.35,
334160,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Summer 2015,2015-06-01T00:00:00.000,11.66,
605870,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Annual Average 2018,2018-01-01T00:00:00.000,9.44,
605871,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Summer 2018,2018-06-01T00:00:00.000,10.79,
174170,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Annual Average 2010,2009-12-01T00:00:00.000,12.96,
174204,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Annual Average 2011,2010-12-01T00:00:00.000,12.96,
410942,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Winter 2015-16,2015-12-01T00:00:00.000,10.1,
410943,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Summer 2016,2016-05-31T00:00:00.000,10.37,
547577,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Winter 2016-17,2016-12-01T00:00:00.000,9.76,
605872,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Winter 2017-18,2017-12-01T00:00:00.000,10.57,
174136,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Annual Average 2009,2008-12-01T00:00:00.000,13.89,
174238,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Annual Average 2012,2011-12-01T00:00:00.000,12.14,
334159,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Annual Average 2015,2015-01-01T00:00:00.000,10.91,
547575,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Summer 2017,2017-06-01T00:00:00.000,10.93,
173694,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Summer 2011,2011-06-01T00:00:00.000,13.92,
173762,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Summer 2013,2013-06-01T00:00:00.000,13.1,
410860,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Annual Average 2016,2015-12-31T00:00:00.000,6.59,
547492,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Annual Average 2017,2017-01-01T00:00:00.000,6.58,
173116,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Winter 2008-09,2008-12-01T00:00:00.000,16.38,
173252,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Winter 2012-13,2012-12-01T00:00:00.000,13.99,
173626,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Summer 2009,2009-06-01T00:00:00.000,13.91,
173660,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF34,305307,Upper East Side-Gramercy,Summer 2010,2010-06-01T00:00:00.000,14.46,
212709,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Winter 2013-14,2013-12-01T00:00:00.000,11.55,
334077,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Winter 2014-15,2014-12-01T00:00:00.000,8.05,
410859,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Summer 2016,2016-05-31T00:00:00.000,7.54,
547491,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Summer 2017,2017-06-01T00:00:00.000,7.88,
177810,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Summer 2009,2009-06-01T00:00:00.000,10.37,
410858,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Winter 2015-16,2015-12-01T00:00:00.000,7.13,
547493,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Winter 2016-17,2016-12-01T00:00:00.000,6.87,
605786,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Annual Average 2018,2018-01-01T00:00:00.000,6.18,
605787,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Summer 2018,2018-06-01T00:00:00.000,7.35,
605788,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Winter 2017-18,2017-12-01T00:00:00.000,7.57,
177936,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Summer 2012,2012-06-01T00:00:00.000,9.78,
178524,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Annual Average 2011,2010-12-01T00:00:00.000,9.29,
334076,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Summer 2015,2015-06-01T00:00:00.000,8.43,
177306,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Winter 2011-12,2011-12-01T00:00:00.000,8.5,
177852,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Summer 2010,2010-06-01T00:00:00.000,11.25,
177894,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Summer 2011,2011-06-01T00:00:00.000,10.96,
178482,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Annual Average 2010,2009-12-01T00:00:00.000,8.71,
212961,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Annual Average 2014,2013-12-01T00:00:00.000,8.2,
177978,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Summer 2013,2013-06-01T00:00:00.000,9.13,
178440,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Annual Average 2009,2008-12-01T00:00:00.000,9.63,
178566,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Annual Average 2012,2011-12-01T00:00:00.000,8.28,
178608,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Annual Average 2013,2012-12-01T00:00:00.000,7.82,
212835,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Summer 2014,2014-06-01T00:00:00.000,7.57,
334075,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Annual Average 2015,2015-01-01T00:00:00.000,7.29,
169573,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Summer 2013,2013-06-01T00:00:00.000,9.13,
170281,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Annual Average 2010,2009-12-01T00:00:00.000,8.75,
177180,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Winter 2008-09,2008-12-01T00:00:00.000,11.62,
177222,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Winter 2009-10,2009-12-01T00:00:00.000,9.0,
177264,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Winter 2010-11,2010-12-01T00:00:00.000,11.47,
177348,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,504,South Beach - Tottenville,Winter 2012-13,2012-12-01T00:00:00.000,9.57,
547775,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Winter 2016-17,2016-12-01T00:00:00.000,6.87,
606069,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Summer 2018,2018-06-01T00:00:00.000,7.36,
168511,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Winter 2009-10,2009-12-01T00:00:00.000,9.07,
168688,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Winter 2012-13,2012-12-01T00:00:00.000,9.6,
169337,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Summer 2009,2009-06-01T00:00:00.000,10.39,
169396,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Summer 2010,2010-06-01T00:00:00.000,11.27,
606068,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Annual Average 2018,2018-01-01T00:00:00.000,6.19,
168570,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Winter 2010-11,2010-12-01T00:00:00.000,11.52,
170399,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Annual Average 2012,2011-12-01T00:00:00.000,8.33,
334358,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Summer 2015,2015-06-01T00:00:00.000,8.44,
334359,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Winter 2014-15,2014-12-01T00:00:00.000,8.06,
411140,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Winter 2015-16,2015-12-01T00:00:00.000,7.17,
168629,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Winter 2011-12,2011-12-01T00:00:00.000,8.63,
169514,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Summer 2012,2012-06-01T00:00:00.000,9.8,
170222,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Annual Average 2009,2008-12-01T00:00:00.000,9.67,
170458,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Annual Average 2013,2012-12-01T00:00:00.000,7.84,
411141,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Summer 2016,2016-05-31T00:00:00.000,7.54,
411142,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Annual Average 2016,2015-12-31T00:00:00.000,6.62,
214166,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Annual Average 2014,2013-12-01T00:00:00.000,8.22,
334357,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Annual Average 2015,2015-01-01T00:00:00.000,7.29,
547773,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Summer 2017,2017-06-01T00:00:00.000,7.91,
547774,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Annual Average 2017,2017-01-01T00:00:00.000,6.6,
606070,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Winter 2017-18,2017-12-01T00:00:00.000,7.58,
168452,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Winter 2008-09,2008-12-01T00:00:00.000,11.71,
547489,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Annual Average 2017,2017-01-01T00:00:00.000,7.05,
547490,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Winter 2016-17,2016-12-01T00:00:00.000,7.28,
169455,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Summer 2011,2011-06-01T00:00:00.000,10.99,
170340,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Annual Average 2011,2010-12-01T00:00:00.000,9.33,
213812,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Winter 2013-14,2013-12-01T00:00:00.000,11.58,
213989,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,503,Tottenville and Great Kills (CD3),Summer 2014,2014-06-01T00:00:00.000,7.59,
177851,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Summer 2010,2010-06-01T00:00:00.000,11.68,
177893,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Summer 2011,2011-06-01T00:00:00.000,11.3,
178439,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Annual Average 2009,2008-12-01T00:00:00.000,10.1,
334072,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Annual Average 2015,2015-01-01T00:00:00.000,8.01,
410857,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Annual Average 2016,2015-12-31T00:00:00.000,7.1,
547488,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Summer 2017,2017-06-01T00:00:00.000,8.35,
212708,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Winter 2013-14,2013-12-01T00:00:00.000,12.13,
212834,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Summer 2014,2014-06-01T00:00:00.000,8.12,
334073,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Summer 2015,2015-06-01T00:00:00.000,8.94,
410856,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Summer 2016,2016-05-31T00:00:00.000,8.09,
605784,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Summer 2018,2018-06-01T00:00:00.000,7.74,
605785,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Winter 2017-18,2017-12-01T00:00:00.000,8.01,
177179,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Winter 2008-09,2008-12-01T00:00:00.000,12.19,
177809,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Summer 2009,2009-06-01T00:00:00.000,10.73,
177935,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Summer 2012,2012-06-01T00:00:00.000,10.12,
177977,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Summer 2013,2013-06-01T00:00:00.000,9.53,
178565,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Annual Average 2012,2011-12-01T00:00:00.000,8.52,
178607,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Annual Average 2013,2012-12-01T00:00:00.000,8.22,
177347,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Winter 2012-13,2012-12-01T00:00:00.000,9.96,
178523,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Annual Average 2011,2010-12-01T00:00:00.000,9.63,
212960,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Annual Average 2014,2013-12-01T00:00:00.000,8.68,
334074,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Winter 2014-15,2014-12-01T00:00:00.000,8.75,
605304,386,Ozone (O3),Mean,ppb,UHF34,503504,Southern SI,Summer 2018,2018-06-01T00:00:00.000,29.98,
410855,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Winter 2015-16,2015-12-01T00:00:00.000,7.78,
605783,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Annual Average 2018,2018-01-01T00:00:00.000,6.63,
170457,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),Annual Average 2013,2012-12-01T00:00:00.000,8.05,
411139,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),Annual Average 2016,2015-12-31T00:00:00.000,6.89,
177263,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Winter 2010-11,2010-12-01T00:00:00.000,11.88,
177305,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Winter 2011-12,2011-12-01T00:00:00.000,8.48,
178481,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Annual Average 2010,2009-12-01T00:00:00.000,8.99,
177221,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,UHF42,503,Willowbrook,Winter 2009-10,2009-12-01T00:00:00.000,9.27,
606065,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),Annual Average 2018,2018-01-01T00:00:00.000,6.49,
606066,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),Summer 2018,2018-06-01T00:00:00.000,7.62,
606067,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),Winter 2017-18,2017-12-01T00:00:00.000,7.87,
168628,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),Winter 2011-12,2011-12-01T00:00:00.000,8.22,
168687,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),Winter 2012-13,2012-12-01T00:00:00.000,9.76,
170339,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),Annual Average 2011,2010-12-01T00:00:00.000,9.46,
169395,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),Summer 2010,2010-06-01T00:00:00.000,11.51,
170280,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),Annual Average 2010,2009-12-01T00:00:00.000,8.8,
170398,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),Annual Average 2012,2011-12-01T00:00:00.000,8.35,
213811,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),Winter 2013-14,2013-12-01T00:00:00.000,11.85,
213988,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),Summer 2014,2014-06-01T00:00:00.000,7.93,
411137,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),Winter 2015-16,2015-12-01T00:00:00.000,7.49,
334356,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),Winter 2014-15,2014-12-01T00:00:00.000,8.51,
411138,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),Summer 2016,2016-05-31T00:00:00.000,7.92,
547770,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),Summer 2017,2017-06-01T00:00:00.000,8.17,
547771,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),Annual Average 2017,2017-01-01T00:00:00.000,6.89,
168451,365,Fine Particulate Matter (PM2.5),Mean,mcg per cubic meter,CD,502,South Beach and Willowbrook (CD2),Winter 2008-09,2008-12-01T00:00:00.000,11.77,
